NaN	Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 90 proof:
0.10769230769230768	Cream, half and half, fat free:Cream, half and half, fat free:Cream, half and half, fat free:Cream, half and half, fat free:Cream, half and half, fat free:Cream, half and half, fat free:Cream, half and half, fat free:Cream, half and half, fat free:Cream, half and half, fat free:Cream, half and half, fat free:Cream, half and half, fat free:Cream, half and half, fat free:Cream, half and half, fat free:Cream, half and half, fat free:Cream, half and half, fat free:Cream, half and half, fat free:Cream, half and half, fat free:
0.10795454545454546	McDONALD'S, Side Salad:
0.10801200133348152	Clif Z bar:Clif Z bar:Clif Z bar:Clif Z bar:Clif Z bar:Clif Z bar:Clif Z bar:Clif Z bar:Clif Z bar:Clif Z bar:Clif Z bar:Clif Z bar:Clif Z bar:Clif Z bar:Clif Z bar:Clif Z bar:Clif Z bar:Clif Z bar:Clif Z bar:
0.10815047021943573	Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):Agave, dried (Southwest):
0.10815939278937381	Mushrooms, morel, raw:Mushrooms, morel, raw:Mushrooms, morel, raw:Mushrooms, morel, raw:Mushrooms, morel, raw:
0.10829694323144105	Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:Babyfood, dinner, turkey and rice, strained:
0.10845896147403684	Veal, sirloin, separable lean only, raw:Veal, sirloin, separable lean only, raw:Veal, sirloin, separable lean only, raw:
0.1085136078157711	Veal, variety meats and by-products, thymus, cooked, braised:Veal, variety meats and by-products, thymus, cooked, braised:Veal, variety meats and by-products, thymus, cooked, braised:Veal, variety meats and by-products, thymus, cooked, braised:
0.10856619331195604	Turkey breast, sliced, prepackaged:Turkey breast, sliced, prepackaged:
0.10897435897435898	Rose Hips, wild (Northern Plains Indians):Rose Hips, wild (Northern Plains Indians):Rose Hips, wild (Northern Plains Indians):Rose Hips, wild (Northern Plains Indians):Rose Hips, wild (Northern Plains Indians):Rose Hips, wild (Northern Plains Indians):Rose Hips, wild (Northern Plains Indians):Rose Hips, wild (Northern Plains Indians):
0.10900473933649288	Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink:Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink:
0.10909090909090909	Parsnips, cooked, boiled, drained, without salt:Parsnips, cooked, boiled, drained, with salt:Parsnips, cooked, boiled, drained, without salt:
0.10959771935381692	Cereals ready-to-eat, QUAKER, QUAKER 100% Natural Granola with Oats, Wheat, Honey, and Raisins:Cereals ready-to-eat, QUAKER, QUAKER 100% Natural Granola with Oats, Wheat, Honey, and Raisins:
0.10981496379726469	Fish, halibut, cooked, with skin (Alaska Native):Fish, halibut, cooked, with skin (Alaska Native):Fish, halibut, cooked, with skin (Alaska Native):Fish, halibut, cooked, with skin (Alaska Native):Fish, halibut, cooked, with skin (Alaska Native):Fish, halibut, cooked, with skin (Alaska Native):Fish, halibut, cooked, with skin (Alaska Native):Fish, halibut, cooked, with skin (Alaska Native):Fish, halibut, cooked, with skin (Alaska Native):Fish, halibut, cooked, with skin (Alaska Native):Fish, halibut, cooked, with skin (Alaska Native):Fish, halibut, cooked, with skin (Alaska Native):Fish, halibut, cooked, with skin (Alaska Native):Fish, halibut, cooked, with skin (Alaska Native):Fish, halibut, cooked, with skin (Alaska Native):
0.10992907801418439	Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted chocolate fudge:Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted chocolate fudge:Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted chocolate fudge:Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted chocolate fudge:
0.11001347103726988	Cereals, QUAKER, oatmeal, REAL MEDLEYS, blueberry hazelnut, dry:Cereals, QUAKER, oatmeal, REAL MEDLEYS, blueberry hazelnut, dry:
0.11016949152542373	KASHI Italian Vegetable Medley Pasta, frozen, unprepared:KASHI Italian Vegetable Medley Pasta, frozen, unprepared:KASHI Italian Vegetable Medley Pasta, frozen, unprepared:KASHI Italian Vegetable Medley Pasta, frozen, unprepared:KASHI Italian Vegetable Medley Pasta, frozen, unprepared:KASHI Italian Vegetable Medley Pasta, frozen, unprepared:
0.11019283746556474	Succotash, (corn and limas), cooked, boiled, drained, without salt:Succotash, (corn and limas), cooked, boiled, drained, without salt:
0.11059371362048893	Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted wild berry:Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted wild berry:Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted wild berry:Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted wild berry:
0.11066126855600539	SILK Light Vanilla, soymilk:SILK Light Vanilla, soymilk:SILK Light Vanilla, soymilk:SILK Light Vanilla, soymilk:SILK Light Vanilla, soymilk:
0.11069277108433735	Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:Babyfood, dinner, macaroni and tomato and beef, strained:
0.1110254433307633	SILK Chocolate, soymilk:SILK Chocolate, soymilk:SILK Chocolate, soymilk:SILK Chocolate, soymilk:
0.11103979460847241	Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans):Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans):Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans):Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans):Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans):Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans):Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans):Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans):Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans):
0.1111111111111111	Rutabagas, cooked, boiled, drained, with salt:Cocoa, dry powder, unsweetened, HERSHEY'S European Style Cocoa:Rutabagas, cooked, boiled, drained, without salt:Rutabagas, cooked, boiled, drained, without salt:Cocoa, dry powder, unsweetened, HERSHEY'S European Style Cocoa:Cocoa, dry powder, unsweetened, HERSHEY'S European Style Cocoa:Rutabagas, cooked, boiled, drained, without salt:Cocoa, dry powder, unsweetened, HERSHEY'S European Style Cocoa:Rutabagas, cooked, boiled, drained, with salt:Cocoa, dry powder, unsweetened, HERSHEY'S European Style Cocoa:Rutabagas, cooked, boiled, drained, without salt:
0.11111111111111112	Babyfood, juice, orange and apple and banana:Babyfood, juice, orange and apple and banana:Babyfood, juice, orange and apple and banana:Babyfood, juice, orange and apple and banana:Babyfood, juice, orange and apple and banana:Babyfood, juice, orange and apple and banana:Babyfood, juice, orange and apple and banana:Babyfood, juice, orange and apple and banana:
0.11111111111111113	Gourd, dishcloth (towelgourd), raw:Gourd, dishcloth (towelgourd), raw:Babyfood, green beans, dices, toddler:Babyfood, green beans, dices, toddler:Gourd, dishcloth (towelgourd), raw:Babyfood, green beans, dices, toddler:Babyfood, green beans, dices, toddler:Babyfood, green beans, dices, toddler:Babyfood, green beans, dices, toddler:Gourd, dishcloth (towelgourd), raw:Babyfood, green beans, dices, toddler:
0.11112365894974591	Cereals, QUAKER, oatmeal, REAL MEDLEYS, peach almond, dry:Cereals, QUAKER, oatmeal, REAL MEDLEYS, peach almond, dry:
0.11142857142857142	Frozen novelties, KLONDIKE, SLIM-A-BEAR Vanilla Sandwich:Frozen novelties, KLONDIKE, SLIM-A-BEAR Vanilla Sandwich:Frozen novelties, KLONDIKE, SLIM-A-BEAR Vanilla Sandwich:Frozen novelties, KLONDIKE, SLIM-A-BEAR Vanilla Sandwich:Frozen novelties, KLONDIKE, SLIM-A-BEAR Vanilla Sandwich:
0.11153846153846153	Agave, cooked (Southwest):Agave, cooked (Southwest):Agave, cooked (Southwest):Agave, cooked (Southwest):Agave, cooked (Southwest):Agave, cooked (Southwest):Agave, cooked (Southwest):Agave, cooked (Southwest):Agave, cooked (Southwest):Agave, cooked (Southwest):Agave, cooked (Southwest):Agave, cooked (Southwest):Agave, cooked (Southwest):Agave, cooked (Southwest):Agave, cooked (Southwest):Agave, cooked (Southwest):Agave, cooked (Southwest):Agave, cooked (Southwest):
0.1116333725029377	Milk, chocolate, fluid, commercial, reduced fat, with added calcium:Milk, chocolate, fluid, commercial, reduced fat, with added calcium:Milk, chocolate, fluid, commercial, reduced fat, with added calcium:Milk, chocolate, fluid, commercial, reduced fat, with added calcium:Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D:Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D:Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D:Milk, chocolate, fluid, commercial, reduced fat, with added calcium:Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D:Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D:Milk, chocolate, fluid, commercial, reduced fat, with added calcium:Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D:Milk, chocolate, fluid, commercial, reduced fat, with added calcium:Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D:Milk, chocolate, fluid, commercial, reduced fat, with added calcium:Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D:Milk, chocolate, fluid, commercial, reduced fat, with added calcium:Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D:Milk, chocolate, fluid, commercial, reduced fat, with added calcium:Milk, chocolate, fluid, commercial, reduced fat, with added calcium:Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D:Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D:Milk, chocolate, fluid, commercial, reduced fat, with added calcium:Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D:Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D:Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D:Milk, chocolate, fluid, commercial, reduced fat, with added calcium:Milk, chocolate, fluid, commercial, reduced fat, with added calcium:Milk, chocolate, fluid, commercial, reduced fat, with added calcium:Milk, chocolate, fluid, commercial, reduced fat, with added calcium:Milk, chocolate, fluid, commercial, reduced fat, with added calcium:
0.11163770405476568	Cookies, graham crackers, plain or honey (includes cinnamon):Cookies, graham crackers, plain or honey (includes cinnamon):
0.11175785797438884	KELLOGG'S, POP-TARTS, Frosted Spring Berry Toaster Pastries:KELLOGG'S, POP-TARTS, Frosted Spring Berry Toaster Pastries:
0.11180124223602485	Carrots, cooked, boiled, drained, without salt:Carrots, cooked, boiled, drained, without salt:Carrots, cooked, boiled, drained, with salt:Carrots, cooked, boiled, drained, without salt:Carrots, cooked, boiled, drained, without salt:Carrots, cooked, boiled, drained, without salt:Carrots, cooked, boiled, drained, with salt:Carrots, cooked, boiled, drained, without salt:Carrots, cooked, boiled, drained, without salt:Carrots, cooked, boiled, drained, without salt:Carrots, cooked, boiled, drained, without salt:
0.11188418808214565	Cereals ready-to-eat, MALT-O-MEAL, HONEY GRAHAM SQUARES:Cereals ready-to-eat, MALT-O-MEAL, HONEY GRAHAM SQUARES:
0.1119942196531792	Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:Yogurt, plain, low fat, 12 grams protein per 8 ounce:
0.11203319502074689	Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free:Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free:Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free:Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free:Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free:Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free:Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free:Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free:Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free:Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free:
0.11208333333333333	Restaurant, Latino, arepa (unleavened cornmeal bread):Restaurant, Latino, arepa (unleavened cornmeal bread):Restaurant, Latino, arepa (unleavened cornmeal bread):Restaurant, Latino, arepa (unleavened cornmeal bread):Restaurant, Latino, arepa (unleavened cornmeal bread):Restaurant, Latino, arepa (unleavened cornmeal bread):Restaurant, Latino, arepa (unleavened cornmeal bread):Restaurant, Latino, arepa (unleavened cornmeal bread):Restaurant, Latino, arepa (unleavened cornmeal bread):Restaurant, Latino, arepa (unleavened cornmeal bread):
0.11212035197275048	McDONALD'S, Strawberry Sundae:McDONALD'S, Strawberry Sundae:McDONALD'S, Strawberry Sundae:McDONALD'S, Strawberry Sundae:McDONALD'S, Strawberry Sundae:
0.11214953271028039	Carrots, raw:Carrots, raw:Carrots, raw:Carrots, raw:
0.11234501347708895	Cookies, vanilla sandwich with creme filling, reduced fat:Cookies, vanilla sandwich with creme filling, reduced fat:
0.11244668476153548	Veal, loin, separable lean only, raw:Veal, loin, separable lean only, raw:Veal, loin, separable lean only, raw:Veal, loin, separable lean only, raw:Veal, loin, separable lean only, raw:Veal, loin, separable lean only, raw:Veal, loin, separable lean only, raw:
0.11256830601092897	CONTINENTAL MILLS, KRUSTEAZ Almond Poppyseed Muffin Mix, Artificially Flavored, dry:CONTINENTAL MILLS, KRUSTEAZ Almond Poppyseed Muffin Mix, Artificially Flavored, dry:CONTINENTAL MILLS, KRUSTEAZ Almond Poppyseed Muffin Mix, Artificially Flavored, dry:
0.1126425855513308	Turkey breast, sliced, prepackaged:Turkey breast, sliced, prepackaged:Turkey breast, sliced, prepackaged:Turkey breast, sliced, prepackaged:Turkey breast, sliced, prepackaged:Turkey breast, sliced, prepackaged:
0.11267605633802817	Peas, green, canned, regular pack, solids and liquids:Peas, green, canned, regular pack, solids and liquids:
0.11270912826533606	Turkey, whole, meat only, cooked, roasted:Turkey, whole, meat only, cooked, roasted:Turkey, whole, meat only, cooked, roasted:Turkey, whole, meat only, cooked, roasted:Turkey, whole, meat only, cooked, roasted:Turkey, whole, meat only, cooked, roasted:Turkey, whole, meat only, cooked, roasted:Turkey, whole, meat only, cooked, roasted:Turkey, whole, meat only, cooked, roasted:Turkey, whole, meat only, cooked, roasted:Turkey, whole, meat only, cooked, roasted:Turkey, whole, meat only, cooked, roasted:Turkey, whole, meat only, cooked, roasted:Turkey, whole, meat only, cooked, roasted:Turkey, whole, meat only, cooked, roasted:Turkey, whole, meat only, cooked, roasted:Turkey, whole, meat only, cooked, roasted:Turkey, whole, meat only, cooked, roasted:Turkey, whole, meat only, cooked, roasted:
0.11287901531071749	Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated a :Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated a :Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated a :Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated a :Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated a :Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated a :Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated a :Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated a :Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated a :Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated a :Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated a :Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated a :Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated a :
0.11290322580645161	Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, without salt:
0.11290322580645162	Tree fern, cooked, with salt:
0.11291512915129152	Bagels, wheat:
0.11292200232828871	KELLOGG'S, POP-TARTS, Frosted Wild Fruit Fusion Toaster Pastries:KELLOGG'S, POP-TARTS, Frosted Wild Fruit Fusion Toaster Pastries:
0.11293894337235053	Chicken, broiler, rotisserie, BBQ, breast meat only:Chicken, broiler, rotisserie, BBQ, breast meat only:
0.11318553092182031	KELLOGG'S, POP-TARTS, Frosted Wild Strawberry Toaster Pastries:KELLOGG'S, POP-TARTS, Frosted Wild Strawberry Toaster Pastries:
0.11319250697489039	Fish, sheefish, raw (Alaska Native):Fish, sheefish, raw (Alaska Native):Fish, sheefish, raw (Alaska Native):Fish, sheefish, raw (Alaska Native):Fish, sheefish, raw (Alaska Native):Fish, sheefish, raw (Alaska Native):Fish, sheefish, raw (Alaska Native):Fish, sheefish, raw (Alaska Native):Fish, sheefish, raw (Alaska Native):Fish, sheefish, raw (Alaska Native):Fish, sheefish, raw (Alaska Native):Fish, sheefish, raw (Alaska Native):Fish, sheefish, raw (Alaska Native):Fish, sheefish, raw (Alaska Native):Fish, sheefish, raw (Alaska Native):
0.11337868480725623	Babyfood, peas and brown rice:Babyfood, peas and brown rice:Babyfood, peas and brown rice:Babyfood, peas and brown rice:Babyfood, peas and brown rice:Babyfood, peas and brown rice:Babyfood, peas and brown rice:
0.1134301270417423	Turkey, pork, and beef sausage, low fat, smoked:Turkey, pork, and beef sausage, low fat, smoked:Turkey, pork, and beef sausage, low fat, smoked:Turkey, pork, and beef sausage, low fat, smoked:Turkey, pork, and beef sausage, low fat, smoked:Turkey, pork, and beef sausage, low fat, smoked:
0.1134986225895317	Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :Stew, hominy with mutton (Navajo) a :
0.11350813143046798	Potatoes, french fried, steak cut, salt not added in processing, frozen, unprepared:Potatoes, french fried, steak cut, salt not added in processing, frozen, unprepared:Potatoes, french fried, steak cut, salt not added in processing, frozen, unprepared:Potatoes, french fried, steak cut, salt not added in processing, frozen, unprepared:Potatoes, french fried, steak cut, salt not added in processing, frozen, unprepared:Potatoes, french fried, steak cut, salt not added in processing, frozen, unprepared:Potatoes, french fried, steak cut, salt not added in processing, frozen, unprepared:Potatoes, french fried, steak cut, salt not added in processing, frozen, unprepared:Potatoes, french fried, steak cut, salt not added in processing, frozen, unprepared:
